,nivel satisfacción,última evaluación,número proyectos,horas mensuales promedio,años en la empresa,accidente laboral,se fue,promoción últimos 5 años,departamento,salario,región
7450,0.53,0.51,4,174,2,0,0,0,support,medium,Reino Unido
7451,0.7,0.6,3,267,3,0,0,0,support,medium,Colombia
7452,0.74,0.56,3,125,6,0,0,0,support,medium,Reino Unido
7453,0.95,0.76,4,220,3,0,0,0,support,medium,Reino Unido
7454,0.49,0.57,4,141,3,0,0,0,support,medium,Reino Unido
7455,0.79,0.9,5,146,3,1,0,0,support,high,Reino Unido
7456,0.99,0.86,3,166,2,0,0,0,support,low,Colombia
7457,0.56,0.79,4,197,2,0,0,0,support,medium,Reino Unido
7458,0.7,0.79,4,240,2,0,0,0,support,medium,Reino Unido
7459,0.93,0.65,4,258,3,0,0,0,support,medium,India
7460,0.46,0.66,6,229,3,0,0,0,support,medium,Reino Unido
7461,0.24,0.61,5,252,4,0,0,0,technical,medium,Colombia
7462,0.32,0.41,3,138,3,1,0,0,technical,medium,Colombia
7463,0.5,0.78,4,208,3,1,0,0,technical,medium,Reino Unido
7464,0.58,0.72,3,113,3,1,0,0,management,medium,Colombia
7465,0.83,0.81,4,209,4,0,0,0,IT,medium,India
7466,0.57,0.42,2,248,4,0,0,0,IT,medium,India
7467,0.51,0.83,5,161,3,0,0,0,IT,low,Reino Unido
7468,0.65,0.96,2,246,2,1,0,0,IT,low,India
7469,0.52,0.41,3,283,3,0,0,0,IT,low,Reino Unido
7470,0.77,0.7,3,145,2,0,0,0,product_mng,low,Reino Unido
7471,0.42,0.77,3,270,3,0,0,0,product_mng,low,India
7472,0.68,0.79,4,273,4,0,0,0,product_mng,low,India
7473,0.83,0.92,4,187,6,1,0,0,product_mng,low,Reino Unido
7474,0.66,0.63,3,166,3,0,0,0,IT,high,Colombia
7475,0.75,0.57,3,158,2,1,0,0,RandD,low,India
7476,0.65,0.48,4,229,3,0,0,0,RandD,high,India
7477,0.49,0.6,3,191,3,1,0,0,RandD,high,Reino Unido
7478,0.77,0.96,3,232,2,1,0,0,RandD,low,Colombia
7479,0.65,0.97,3,198,3,0,0,0,RandD,low,Colombia
7480,0.65,0.49,5,238,4,0,0,0,marketing,high,Colombia
7481,0.44,0.58,2,157,2,0,0,0,sales,low,Reino Unido
7482,0.61,0.72,4,134,2,0,0,0,accounting,medium,India
7483,0.98,0.89,3,150,3,0,0,0,support,high,India
7484,0.68,0.88,5,256,2,0,0,0,technical,medium,Reino Unido
7485,0.58,0.5,3,208,3,0,0,0,management,medium,Colombia
7486,0.81,0.92,3,136,3,0,0,0,marketing,medium,India
7487,0.76,0.5,4,136,3,0,0,0,marketing,medium,India
7488,0.14,0.93,4,180,4,0,0,0,marketing,high,India
7489,0.49,0.91,3,227,3,0,0,0,sales,medium,India
7490,0.97,0.78,5,156,3,0,0,0,sales,medium,Reino Unido
7491,0.91,0.6,4,133,4,1,0,0,sales,medium,Colombia
7492,0.15,0.98,2,96,2,0,0,0,sales,high,Reino Unido
7493,0.82,0.63,3,171,3,0,0,0,sales,medium,India
7494,0.67,0.87,3,177,4,0,0,0,sales,high,India
7495,0.5,0.96,4,274,3,0,0,0,sales,low,India
7496,0.57,0.39,2,145,3,0,0,0,sales,medium,Reino Unido
7497,0.99,0.94,5,221,2,0,0,0,sales,medium,Colombia
7498,0.97,0.94,3,202,2,0,0,0,sales,medium,India
7499,0.93,0.58,5,238,2,0,0,0,sales,medium,India
7500,0.62,0.6,4,170,2,0,0,0,sales,low,Reino Unido
7501,0.62,0.51,4,208,2,1,0,0,sales,low,Reino Unido
7502,0.96,0.61,4,199,3,0,0,0,sales,low,Colombia
7503,0.98,0.96,4,253,3,0,0,0,sales,low,India
7504,0.52,0.57,4,239,3,0,0,0,sales,low,Reino Unido
7505,0.56,0.77,5,279,4,0,0,0,sales,low,Reino Unido
7506,0.14,0.41,6,114,3,0,0,0,sales,low,India
7507,0.29,0.38,6,105,5,0,0,0,sales,low,India
7508,0.76,0.81,4,193,3,1,0,0,accounting,low,Reino Unido
7509,0.39,0.58,3,152,3,1,0,0,accounting,low,Reino Unido
7510,0.96,0.72,4,228,2,0,0,0,accounting,high,India
7511,0.84,0.93,3,242,4,0,0,0,hr,low,Colombia
7512,0.81,0.62,4,197,3,0,0,0,hr,low,Reino Unido
7513,0.51,0.51,5,222,4,0,0,0,hr,low,Reino Unido
7514,0.87,0.75,3,222,3,0,0,0,hr,low,India
7515,0.94,0.77,5,233,4,0,0,0,technical,high,Colombia
7516,0.69,0.97,4,264,3,0,0,0,technical,low,Reino Unido
7517,0.44,0.53,3,132,3,1,0,0,technical,low,Reino Unido
7518,0.85,0.55,5,182,3,0,0,0,technical,low,Reino Unido
7519,0.18,0.86,6,264,3,0,0,0,technical,high,Colombia
7520,0.91,0.74,6,253,2,0,0,0,technical,low,Colombia
7521,0.81,0.83,3,193,3,0,0,0,technical,medium,Reino Unido
7522,0.82,0.59,5,143,2,1,0,0,technical,high,Reino Unido
7523,0.48,0.79,3,180,2,0,0,0,technical,medium,Reino Unido
7524,0.92,0.84,3,220,3,1,0,0,technical,high,India
7525,0.94,0.88,5,150,4,0,0,0,technical,medium,India
7526,1.0,0.56,3,182,3,0,0,0,support,medium,India
7527,0.96,0.91,3,257,3,0,0,0,support,medium,Colombia
7528,0.24,0.74,3,269,4,1,0,0,support,medium,Colombia
7529,0.62,0.89,5,243,3,0,0,0,support,medium,India
7530,0.55,0.76,4,257,3,0,0,0,support,medium,India
7531,0.82,0.52,5,233,2,0,0,0,support,medium,Reino Unido
7532,0.62,0.56,4,267,4,0,0,0,support,medium,Colombia
7533,0.61,0.69,4,160,2,1,0,0,support,high,Reino Unido
7534,0.72,0.52,3,143,4,1,0,0,support,low,Colombia
7535,0.45,0.76,4,143,2,1,0,0,support,medium,Colombia
7536,0.51,0.93,3,162,4,0,0,0,support,medium,India
7537,0.42,0.53,3,181,5,0,0,0,technical,medium,Colombia
7538,0.69,0.64,3,286,3,0,0,0,technical,medium,India
7539,0.61,0.66,2,111,3,0,0,0,technical,medium,India
7540,0.5,0.98,5,177,4,0,0,0,management,medium,Colombia
7541,0.25,0.68,4,279,5,1,0,0,IT,medium,Reino Unido
7542,0.88,0.89,4,135,3,0,0,0,IT,medium,Reino Unido
7543,0.81,0.66,3,160,2,0,0,0,IT,medium,Colombia
7544,0.75,0.77,3,178,4,0,0,0,IT,high,Colombia
7545,0.77,0.8,3,147,3,0,0,0,IT,low,Colombia
7546,0.55,0.72,3,204,2,0,0,0,product_mng,low,Colombia
7547,0.7,0.73,5,151,2,0,0,0,product_mng,low,Colombia
7548,0.96,0.78,3,209,2,0,0,0,product_mng,high,Colombia
7549,0.18,0.73,6,225,4,0,0,0,product_mng,low,Reino Unido
7550,0.22,0.62,6,142,3,0,0,0,IT,low,Colombia
7551,0.95,0.49,3,158,2,0,0,0,RandD,low,India
7552,0.37,0.71,2,139,4,0,0,0,RandD,high,Colombia
7553,0.84,0.45,3,263,2,0,0,0,RandD,low,Colombia
7554,0.8,0.68,3,160,3,0,0,0,RandD,low,Reino Unido
7555,0.57,0.55,2,173,2,0,0,0,RandD,low,Colombia
7556,0.98,0.63,3,169,2,0,0,0,marketing,low,Reino Unido
7557,0.95,0.62,3,161,3,0,0,0,sales,low,Reino Unido
7558,0.8,0.65,4,172,3,1,0,0,accounting,low,Reino Unido
7559,0.52,0.7,3,257,3,0,0,0,support,low,India
7560,0.31,0.62,2,139,3,0,0,0,technical,medium,Reino Unido
7561,0.71,0.59,5,245,2,0,0,0,management,medium,Reino Unido
7562,0.71,0.85,3,260,3,0,0,0,marketing,medium,Colombia
7563,0.5,0.96,5,229,4,0,0,0,marketing,medium,Reino Unido
7564,0.95,0.9,2,129,5,0,0,0,marketing,medium,India
7565,0.95,0.77,3,184,4,0,0,0,sales,medium,Colombia
7566,0.65,0.85,4,204,3,0,0,0,sales,medium,Colombia
7567,0.94,0.72,3,152,2,1,0,0,sales,medium,India
7568,0.72,0.85,4,142,3,0,0,0,sales,medium,Colombia
7569,0.94,0.79,4,136,2,0,0,0,sales,medium,Colombia
7570,0.79,0.94,4,216,4,0,0,0,sales,medium,India
7571,0.6,0.58,3,201,3,0,0,0,sales,medium,Colombia
7572,0.62,0.76,4,163,3,0,0,0,sales,high,Colombia
7573,0.94,0.74,4,224,5,0,0,0,sales,low,Reino Unido
7574,0.24,0.5,4,209,3,0,0,0,sales,medium,India
7575,0.17,0.71,5,257,4,1,0,0,sales,medium,Reino Unido
7576,0.66,0.83,4,234,4,0,0,0,sales,medium,India
7577,0.65,0.56,3,221,2,0,0,0,sales,medium,India
7578,0.51,0.62,2,186,2,0,0,0,sales,low,India
7579,0.41,0.75,4,199,3,0,0,0,sales,low,Reino Unido
7580,0.98,0.99,3,235,3,0,0,0,sales,low,Reino Unido
7581,0.96,0.55,5,211,2,0,0,0,sales,low,Reino Unido
7582,0.55,0.97,4,136,4,0,0,0,sales,low,Colombia
7583,0.99,0.71,4,155,3,0,0,0,sales,low,Reino Unido
7584,0.51,0.98,4,269,3,0,0,0,accounting,low,India
7585,0.74,0.9,3,285,3,0,0,0,accounting,low,Reino Unido
7586,0.81,0.87,5,241,3,0,0,0,accounting,low,Reino Unido
7587,0.51,0.87,3,180,4,0,0,0,hr,low,Colombia
7588,0.53,0.55,5,224,2,1,0,0,hr,low,Colombia
7589,0.67,0.48,6,107,2,1,0,0,hr,low,Colombia
7590,0.68,0.64,2,167,2,0,0,0,hr,low,Colombia
7591,0.69,0.63,3,137,3,0,0,0,technical,low,Reino Unido
7592,0.71,0.65,4,239,3,0,0,0,technical,low,India
7593,0.64,0.56,3,239,3,0,0,0,technical,low,Reino Unido
7594,0.62,0.58,3,148,2,1,0,0,technical,low,Reino Unido
7595,0.81,0.5,4,231,3,1,0,0,technical,low,Colombia
7596,0.84,0.54,4,179,2,0,0,0,technical,low,India
7597,1.0,0.67,3,181,2,0,0,0,technical,low,Reino Unido
7598,0.72,0.73,5,184,4,1,0,0,technical,low,Reino Unido
7599,0.57,0.67,3,207,2,0,0,0,technical,medium,Colombia
7600,0.73,0.99,4,152,4,0,0,0,technical,medium,Reino Unido
7601,0.91,0.59,4,133,4,0,0,0,technical,medium,Colombia
7602,0.98,0.85,4,178,3,0,0,0,support,medium,Colombia
7603,0.58,0.95,4,173,3,0,0,0,support,medium,Colombia
7604,0.73,0.52,2,113,5,1,0,0,support,medium,India
7605,0.96,0.95,3,236,2,0,0,0,support,medium,Reino Unido
7606,0.57,0.98,3,188,5,0,0,0,support,medium,Reino Unido
7607,0.77,0.73,3,269,2,0,0,0,support,medium,Colombia
7608,0.3,0.85,2,203,3,0,0,0,support,medium,Reino Unido
7609,0.85,0.75,3,214,3,0,0,0,support,medium,India
7610,0.49,0.83,2,185,6,0,0,0,support,medium,India
7611,0.77,0.43,4,265,6,0,0,0,support,high,Colombia
7612,1.0,0.99,4,184,4,0,0,0,support,low,Reino Unido
7613,0.85,0.74,3,157,3,0,0,0,technical,medium,Reino Unido
7614,0.87,0.75,3,258,3,0,0,0,technical,medium,India
7615,0.9,0.79,3,222,6,1,0,0,technical,medium,Colombia
7616,0.71,0.8,5,248,4,0,0,0,management,medium,Reino Unido
7617,0.59,0.56,5,162,4,0,0,0,IT,low,Reino Unido
7618,0.85,0.74,3,250,3,1,0,0,IT,low,Reino Unido
7619,0.72,0.82,4,231,3,0,0,0,IT,low,Reino Unido
7620,0.73,0.65,3,165,3,0,0,0,IT,low,Colombia
7621,0.9,0.54,3,272,2,0,0,0,IT,low,Colombia
7622,0.59,0.65,4,177,2,0,0,0,product_mng,low,India
7623,0.52,0.9,3,133,3,0,0,0,product_mng,low,Reino Unido
7624,0.85,0.49,4,159,3,0,0,0,product_mng,low,Colombia
7625,0.35,0.4,3,130,3,0,0,0,product_mng,low,Reino Unido
7626,0.7,0.68,3,185,4,0,0,0,IT,low,India
7627,0.58,0.86,3,182,3,0,0,0,RandD,low,India
7628,0.89,0.5,2,238,4,0,0,0,RandD,low,Reino Unido
7629,0.54,0.63,3,211,3,0,0,0,RandD,low,Colombia
7630,0.55,0.89,4,209,3,0,0,0,RandD,low,Colombia
7631,0.77,0.62,5,190,3,0,0,0,RandD,low,India
7632,0.55,0.61,4,272,4,1,0,0,marketing,low,Colombia
7633,0.6,0.77,3,202,3,0,0,0,sales,low,Reino Unido
7634,0.75,0.9,4,185,3,0,0,0,accounting,low,Colombia
7635,0.57,0.88,3,176,3,0,0,0,support,low,India
7636,0.69,0.94,4,239,3,0,0,0,technical,low,Reino Unido
7637,0.87,0.98,4,238,3,1,0,0,management,low,India
7638,0.69,0.36,5,269,6,1,0,0,marketing,medium,Colombia
7639,0.58,0.92,3,232,5,0,0,0,marketing,medium,Colombia
7640,0.87,0.64,2,148,6,1,0,0,marketing,medium,India
7641,0.71,0.77,3,149,2,0,0,0,sales,medium,India
7642,0.74,0.78,4,203,2,0,0,0,sales,medium,Reino Unido
7643,0.75,0.53,5,235,3,0,0,0,sales,medium,Reino Unido
7644,0.5,0.54,2,269,2,1,0,0,sales,medium,India
7645,0.59,0.86,4,260,2,0,0,0,sales,medium,Reino Unido
7646,0.81,0.84,3,216,3,0,0,0,sales,medium,Colombia
7647,0.34,0.55,3,136,2,1,0,0,sales,medium,Colombia
7648,0.53,0.87,5,158,3,0,0,0,sales,medium,Reino Unido
7649,0.94,0.85,4,180,4,0,0,0,sales,medium,Colombia
7650,0.76,0.77,5,133,2,0,0,0,sales,high,Colombia
7651,0.2,0.58,5,199,4,0,0,0,sales,low,Colombia
7652,0.97,0.67,3,169,2,1,0,0,sales,medium,Colombia
7653,0.96,0.72,3,195,2,0,0,0,sales,medium,India
7654,0.81,0.5,5,205,3,0,0,0,sales,medium,Colombia
7655,0.2,0.48,4,156,4,1,0,0,sales,medium,India
7656,0.53,0.71,3,125,2,1,0,0,sales,low,India
7657,0.75,0.76,3,171,4,0,0,0,sales,low,Colombia
7658,0.55,0.91,4,199,3,0,0,0,sales,low,India
7659,0.58,0.65,5,187,2,0,0,0,sales,low,Colombia
7660,0.99,0.64,4,218,4,0,0,0,accounting,low,Colombia
7661,0.96,0.86,4,268,3,0,0,0,accounting,low,Colombia
7662,0.82,0.92,3,257,2,0,0,0,accounting,low,Reino Unido
7663,0.88,0.77,4,224,5,1,0,0,hr,low,India
7664,0.78,0.97,4,221,4,0,0,0,hr,low,Colombia
7665,0.46,0.47,6,101,5,0,0,0,hr,low,Reino Unido
7666,0.88,0.59,3,224,2,0,0,0,hr,low,Colombia
7667,0.91,0.55,3,223,4,1,0,0,technical,low,India
7668,0.6,0.68,4,271,4,0,0,0,technical,low,India
7669,0.82,0.51,3,210,2,0,0,0,technical,low,India
7670,0.67,0.56,4,241,3,0,0,0,technical,low,Reino Unido
7671,0.55,0.61,3,209,3,0,0,0,technical,low,India
7672,0.73,0.62,5,186,4,0,0,0,technical,low,Reino Unido
7673,0.59,0.68,4,273,2,0,0,0,technical,low,India
7674,0.4,0.65,6,172,2,1,0,0,technical,low,Colombia
7675,0.56,0.99,3,209,2,0,0,0,technical,low,Colombia
7676,0.87,0.57,4,175,2,1,0,0,technical,low,Colombia
7677,0.5,0.53,5,239,3,0,0,0,technical,medium,Reino Unido
7678,0.98,0.79,4,231,4,0,0,0,support,medium,Colombia
7679,0.71,0.96,4,131,3,0,0,0,support,medium,Reino Unido
7680,0.72,0.89,4,217,3,0,0,0,support,medium,India
7681,0.5,0.83,4,242,2,0,0,0,support,medium,Reino Unido
7682,0.89,0.56,3,224,2,0,0,0,support,medium,Reino Unido
7683,0.56,0.68,3,208,3,1,0,0,support,medium,India
7684,0.32,0.55,4,167,5,0,0,0,support,medium,India
7685,0.96,0.88,5,269,2,0,0,0,support,medium,Reino Unido
7686,0.67,0.92,4,156,2,0,0,0,support,medium,Reino Unido
7687,0.26,0.7,3,238,6,0,0,0,support,medium,India
7688,0.51,0.9,5,193,4,0,0,0,support,medium,Colombia
7689,0.16,0.78,4,196,5,0,0,0,technical,high,Reino Unido
7690,0.77,0.71,5,233,2,0,0,0,technical,low,Reino Unido
7691,0.67,0.52,2,152,5,0,0,0,technical,medium,Colombia
7692,0.36,0.77,4,252,2,0,0,0,management,medium,Colombia
7693,0.69,0.82,3,262,5,1,0,0,IT,medium,Reino Unido
7694,0.72,0.76,3,261,4,0,0,0,IT,medium,India
7695,0.72,0.81,4,144,2,0,0,0,IT,low,India
7696,0.88,0.95,4,234,3,0,0,0,IT,low,Reino Unido
7697,0.91,0.55,2,234,2,0,0,0,IT,low,India
7698,0.96,0.6,4,170,2,1,0,0,product_mng,low,Reino Unido
7699,0.49,0.8,3,238,4,0,0,0,product_mng,low,India
7700,0.59,0.97,5,242,3,0,0,0,product_mng,low,Reino Unido
7701,0.8,0.87,4,209,3,0,0,0,product_mng,low,Reino Unido
7702,0.91,0.67,4,206,3,0,0,0,IT,low,Colombia
7703,0.18,0.79,4,240,5,0,0,0,RandD,low,Colombia
7704,0.94,0.58,5,215,2,0,0,0,RandD,low,India
7705,0.44,0.61,3,147,4,0,0,0,RandD,low,Reino Unido
7706,0.96,0.59,2,265,2,0,0,0,RandD,low,Reino Unido
7707,0.55,0.97,4,162,3,0,0,0,RandD,low,Reino Unido
7708,0.99,0.54,4,239,3,0,0,0,marketing,low,India
7709,0.75,0.88,3,224,2,0,0,0,sales,low,Colombia
7710,0.66,0.78,4,256,3,0,0,0,accounting,low,India
7711,0.96,0.57,3,263,3,0,0,0,support,low,Colombia
7712,0.6,0.86,6,272,4,0,0,0,technical,low,India
7713,0.64,0.78,4,159,4,0,0,0,management,medium,Reino Unido
7714,0.85,0.8,4,219,2,0,0,0,marketing,medium,Colombia
7715,0.3,0.53,3,210,6,0,0,0,marketing,medium,Colombia
7716,0.74,0.95,4,237,3,1,0,0,marketing,medium,Reino Unido
7717,0.14,0.8,5,226,3,0,0,0,sales,medium,India
7718,0.93,0.76,3,212,3,0,0,0,sales,medium,India
7719,0.75,0.48,3,250,5,0,0,0,sales,medium,India
7720,0.58,0.63,4,171,3,0,0,0,sales,medium,Colombia
7721,0.59,0.6,3,149,4,0,0,0,sales,medium,Colombia
7722,0.2,0.9,5,228,6,0,0,0,sales,medium,Colombia
7723,1.0,0.84,3,215,2,0,0,0,sales,medium,Colombia
7724,0.51,0.51,3,272,3,0,0,0,sales,medium,Reino Unido
7725,0.16,0.72,4,192,6,0,0,0,sales,high,Reino Unido
7726,0.77,0.56,5,226,4,0,0,0,sales,low,Reino Unido
7727,0.61,0.47,2,149,3,0,0,0,sales,medium,Colombia
7728,0.73,0.51,3,244,2,0,0,0,sales,medium,Colombia
7729,0.52,0.85,4,193,3,0,0,0,sales,medium,India
7730,0.13,0.72,4,247,3,0,0,0,sales,medium,Colombia
7731,0.73,0.62,3,181,3,0,0,0,sales,low,Colombia
7732,0.39,0.68,2,137,3,1,0,0,sales,low,Colombia
7733,0.92,0.8,3,211,4,0,0,0,sales,low,India
7734,0.34,0.78,5,137,4,0,0,0,sales,low,Reino Unido
7735,0.94,0.51,4,229,2,1,0,0,sales,low,India
7736,0.82,0.65,4,168,3,0,0,0,accounting,low,Colombia
7737,0.26,0.69,4,180,3,1,0,0,accounting,low,India
7738,0.78,0.53,4,177,2,0,0,0,accounting,low,Reino Unido
7739,0.61,0.95,4,191,2,0,0,0,hr,low,Reino Unido
7740,0.5,0.53,3,191,2,1,0,0,hr,low,Colombia
7741,0.52,0.96,4,125,3,0,0,0,hr,low,Colombia
7742,0.89,0.79,4,152,3,0,0,0,hr,low,Reino Unido
7743,0.85,0.52,4,174,2,0,0,0,technical,low,India
7744,0.62,0.86,4,135,3,0,0,0,technical,low,Colombia
7745,0.38,0.67,2,117,3,0,0,0,technical,low,Reino Unido
7746,0.55,0.49,2,180,5,1,0,0,technical,low,India
7747,0.83,0.84,4,146,3,0,0,0,technical,low,India
7748,0.62,0.65,3,249,3,0,0,0,technical,low,Colombia
7749,0.6,0.54,3,136,3,1,0,0,technical,low,Colombia
7750,0.62,0.5,4,198,3,1,0,0,technical,low,Colombia
7751,0.23,0.88,5,201,3,0,0,0,technical,low,India
7752,0.13,0.74,6,132,4,1,0,0,technical,medium,India
7753,0.96,0.63,4,142,4,0,0,0,technical,medium,Reino Unido
7754,0.5,0.74,5,256,3,1,0,0,support,medium,Colombia
7755,0.66,0.72,3,135,2,0,0,0,support,medium,Colombia
7756,0.61,0.72,4,209,2,0,0,0,support,medium,India
7757,0.45,0.48,5,287,5,0,0,0,support,medium,Colombia
7758,0.5,0.95,4,222,3,1,0,0,support,medium,India
7759,0.75,0.82,3,227,2,0,0,0,support,medium,Reino Unido
7760,0.88,0.5,4,162,2,0,0,0,support,medium,Reino Unido
7761,0.49,0.79,5,206,2,0,0,0,support,medium,Colombia
7762,0.82,0.87,5,273,6,0,0,0,support,medium,India
7763,0.92,0.65,4,135,3,0,0,0,support,medium,India
7764,0.4,0.85,5,99,2,1,0,0,support,high,Reino Unido
7765,0.36,0.61,4,166,4,0,0,0,technical,low,Colombia
7766,0.8,0.99,5,187,3,1,0,0,technical,medium,Reino Unido
7767,0.68,0.65,4,134,3,0,0,0,technical,medium,Colombia
7768,0.54,0.45,4,137,3,1,0,0,management,medium,Reino Unido
7769,0.73,0.69,3,175,2,0,0,0,IT,medium,Colombia
7770,0.64,0.49,5,188,2,0,0,0,IT,low,Reino Unido
7771,0.12,0.39,5,161,4,0,0,0,IT,low,Reino Unido
7772,0.6,0.7,4,145,6,0,0,0,IT,low,Reino Unido
7773,0.36,0.62,4,111,6,0,0,0,IT,low,Colombia
7774,0.63,0.76,3,176,2,0,0,0,product_mng,low,India
7775,0.67,0.94,2,192,3,0,0,0,product_mng,low,India
7776,0.83,0.9,3,179,2,1,0,0,product_mng,low,Reino Unido
7777,0.48,0.9,4,224,3,0,0,0,product_mng,low,Colombia
7778,0.89,0.56,4,241,5,0,0,0,IT,low,Colombia
7779,0.71,0.96,3,201,3,0,0,0,RandD,low,India
7780,0.31,0.59,4,138,2,0,0,0,RandD,low,Colombia
7781,0.89,0.84,5,168,2,0,0,0,RandD,low,India
7782,0.38,0.51,2,120,3,0,0,0,RandD,low,Colombia
7783,0.88,0.92,3,179,3,0,0,0,RandD,low,Reino Unido
7784,0.64,0.85,3,250,3,0,0,0,marketing,low,Reino Unido
7785,0.65,0.74,4,237,3,1,0,0,sales,low,Reino Unido
7786,0.65,0.81,4,192,3,0,0,0,accounting,low,Colombia
7787,0.54,0.97,4,258,3,0,0,0,support,low,Reino Unido
7788,0.69,0.76,4,257,4,0,0,0,technical,low,Reino Unido
7789,0.77,0.78,2,271,3,0,0,0,management,low,India
7790,0.28,0.66,3,184,2,0,0,0,marketing,low,Colombia
7791,0.33,0.4,6,214,6,0,0,0,marketing,medium,India
7792,0.83,0.68,4,198,3,0,0,0,marketing,medium,Colombia
7793,0.89,0.73,3,274,2,0,0,0,sales,medium,Reino Unido
7794,0.76,0.6,5,279,2,0,0,0,sales,medium,India
7795,0.83,0.64,5,272,2,0,0,0,sales,medium,Colombia
7796,0.57,0.85,4,152,3,0,0,0,sales,medium,Colombia
7797,0.61,0.89,2,287,4,0,0,0,sales,medium,India
7798,0.96,0.89,2,239,6,1,0,0,sales,medium,Reino Unido
7799,0.17,0.5,4,274,6,0,0,0,sales,medium,India
7800,0.61,0.6,4,121,2,0,0,0,sales,medium,Reino Unido
7801,0.73,0.74,5,199,2,0,0,0,sales,medium,Reino Unido
7802,0.3,0.39,3,175,3,0,0,0,sales,medium,Reino Unido
7803,0.42,0.67,2,115,3,0,0,0,sales,high,Reino Unido
7804,0.65,0.75,3,194,4,1,0,0,sales,low,Reino Unido
7805,0.17,0.45,2,119,3,0,0,0,sales,medium,Reino Unido
7806,0.12,0.82,5,162,4,1,0,0,sales,medium,Reino Unido
7807,0.7,0.78,5,264,2,0,0,0,sales,medium,Reino Unido
7808,0.87,0.88,3,179,2,0,0,0,sales,medium,Reino Unido
7809,0.43,0.44,5,213,3,0,0,0,sales,low,India
7810,0.84,0.65,3,269,2,0,0,0,sales,low,Reino Unido
7811,0.94,0.55,3,160,3,0,0,0,sales,low,India
7812,0.89,0.76,4,133,2,0,0,0,accounting,low,Colombia
7813,0.69,0.75,5,201,3,0,0,0,accounting,low,Colombia
7814,0.18,0.99,4,160,5,0,0,0,accounting,low,Colombia
7815,0.98,0.69,3,274,3,0,0,0,hr,low,India
7816,0.3,0.88,5,245,4,0,0,0,hr,low,Colombia
7817,0.51,0.53,3,237,3,0,0,0,hr,medium,Reino Unido
7818,0.76,0.9,3,279,6,0,0,0,hr,medium,India
7819,0.67,0.96,4,207,3,0,0,0,technical,medium,Colombia
7820,0.12,0.84,4,218,6,0,0,0,technical,medium,Reino Unido
7821,0.42,0.41,5,240,2,0,0,0,technical,medium,Colombia
7822,0.69,0.76,3,153,3,0,0,0,technical,medium,Reino Unido
7823,0.63,0.96,3,144,2,0,0,0,technical,medium,Reino Unido
7824,0.66,0.62,2,159,3,1,0,0,technical,medium,India
7825,0.5,0.5,3,237,2,0,0,0,technical,medium,Reino Unido
7826,0.67,0.82,5,148,2,1,0,0,technical,medium,Colombia
7827,0.59,0.62,4,205,3,0,0,0,technical,medium,Colombia
7828,0.75,0.78,2,264,3,1,0,0,technical,medium,India
7829,0.88,0.89,5,189,2,0,0,0,technical,medium,Colombia
7830,0.99,0.75,3,243,3,0,0,0,support,medium,Reino Unido
7831,0.44,0.42,2,199,2,0,0,0,support,medium,India
7832,0.65,0.78,4,205,2,0,0,0,support,medium,Reino Unido
7833,0.88,0.63,3,184,4,0,0,0,support,medium,Colombia
7834,0.58,0.79,2,274,4,0,0,0,support,medium,India
7835,0.99,0.9,4,181,3,0,0,0,support,medium,India
7836,0.76,0.71,3,205,2,0,0,0,support,medium,Reino Unido
7837,0.14,0.98,5,172,5,0,0,0,support,medium,Colombia
7838,0.57,0.86,3,164,2,0,0,0,support,medium,India
7839,0.52,0.82,3,138,2,1,0,0,support,medium,Colombia
7840,0.71,0.55,5,262,3,0,0,0,support,medium,India
7841,0.27,0.75,5,264,3,0,0,0,technical,medium,India
7842,0.49,0.52,3,225,2,0,0,0,technical,high,Colombia
7843,0.59,0.5,3,199,2,0,0,0,technical,high,India
7844,0.24,0.65,6,210,5,0,0,0,management,high,India
7845,0.18,0.87,6,226,4,0,0,0,IT,high,Reino Unido
7846,0.73,0.62,5,134,3,0,0,0,IT,high,Reino Unido
7847,0.78,0.63,6,111,6,0,0,0,IT,high,Reino Unido
7848,0.94,0.73,5,142,2,1,0,0,IT,high,India
7849,0.86,0.53,3,213,3,0,0,0,IT,high,Colombia
7850,0.97,0.88,4,139,2,0,0,0,product_mng,high,Colombia
7851,0.49,0.54,3,145,3,0,0,0,product_mng,high,India
7852,0.82,0.48,4,149,6,0,0,0,product_mng,high,Colombia
7853,0.86,0.64,4,147,2,1,0,0,product_mng,high,Colombia
7854,0.3,0.39,3,193,3,1,0,0,IT,low,Reino Unido
7855,0.7,0.38,4,270,2,0,0,0,RandD,low,Colombia
7856,0.8,0.78,5,266,3,0,0,0,RandD,low,Reino Unido
7857,0.36,0.63,2,278,4,0,0,0,RandD,low,Reino Unido
7858,0.4,0.61,3,165,2,0,0,0,RandD,low,Colombia
7859,0.8,0.58,4,175,2,0,0,0,RandD,low,India
7860,0.98,0.73,4,140,4,0,0,0,marketing,low,Reino Unido
7861,0.92,0.67,3,149,3,0,0,0,sales,low,Colombia
7862,0.68,1.0,3,205,4,0,0,0,accounting,low,Colombia
7863,1.0,0.59,3,253,3,0,0,0,support,low,India
7864,0.8,0.54,3,222,4,0,0,0,technical,low,Colombia
7865,0.85,0.69,4,216,4,0,0,0,management,low,India
7866,0.69,0.6,3,139,2,0,0,0,marketing,low,India
